text,is_intervention,is_in
homebound statu increas death risk within two year elderli result nation longitudin survey homebound statu associ poorer physic mental health well disabl elderli aim examin preval role homebound statu mortal repres sampl french non-institution popul studi includ 7497 peopl age 65 interview 1999 2001 consequ health problem activ daili live homebound statu defin stay perman insid home exclud accid temporari ill influenc homebound statu two-year mortal assess logist regress model adjust main confound age sex live coupl physic mental impair preval homebound statu 4.7 95 ci 3.9-5.4 studi number homebound elderli estim 421 000 franc preval homebound statu increas age reach 33.9 peopl age 95-99 year 95 ci 13.1-54.6 compar non-homebound subject homebound elderli like femal widow live alon former low level job homebound statu associ number physic mental impair increas risk die within two year adjust 3.45 95 ci 2.66-4.46 homebound statu consid indic frailti use identif old peopl like benefit prevent intervent,1,0
impress manag work senior chronic pain address disrupt interact chronic pain ill affect nearli third senior citizen uncontrol chronic pain manifest constantli and/or intermitt disrupt senior abil plan maintain synchron schedul contact other disrupt expos senior stigma other understand ill social isol rang challeng social autonomi present result interview studi 27 senior chronic pain explor mitig manag disrupt live draw goffman 's theori impress manag found particip invest signific effort control context interact other expect order mitig potenti neg social consequ disrupt perform work senior select inform reveal other chronic pain avail given effort senior chronic pain uniqu need technolog support social interact,1,0
lesbian 60 speak themselves.. fault studi begun 1983 first attempt reach nationwid represent lesbian elder order gather inform background relationship famili origin marri men husband children grandchildren explor sexual behavior physic psycholog health age affect rel meagr data avail tri make comparison lesbian gay men 60. begin effort hope encourag research investig hidden popul anoth fascin compon divers societi research establish gay women advanc age long surmis everywher like younger cohort live region america rural well urban come color occup profession busi cleric trade domest work land manag name mani retir formal educ rang high school diploma doctor degre financi well anoth live poverti line rest enjoy reason comfort home modest incom polit religi affili tend liber sexual histori run gamut exclus homosexu equal homosexu heterosexu asexu age sex becom less signific part relationship companionship grow import prefer associ lesbian within 10 year age meet commun social group friend work -- bar relish thought end live institut age would consid gay/lesbian intergener retir commun accept seriou problem even advantag group survey affect mani women advanc age societi loneli econom worri although femin poverti topic public scrutini time involv women age less attent paid relat elderli equal disabl condit brought isol loneli also disregard abstract truncat 250 word,1,0
role socio-demograph variabl use internet-bas applic older peopl el papel de la variabl sociodemográfica en el uso de la aplicacion basada en internet por lo mayor world 's popul progress age forecast 2050 number peopl age 60 reach two billion use inform commun technolog ict could signific impact qualiti life older popul help make activ decreas margin social isol although signific differ use internet applic older adult compar rest popul must born mind segment homogen group work seek verifi whether differ frequenc use divers internet-bas applic older adult base age gender level educ past employ activ result show inde signific differ use certain applic due socio-demograph variabl analyz,0,0
social function elderli person malign diseas socijalno funkcionisanj starijih osoba obolelih od malignih bolesti background/aim malign diseas treatment consequ treatment often lead social margin reduc qualiti life aim research determin elderli patient malign diseas function social environ method sociodemograph questionnair interview use investig group 49 elderli person undergo adjuv chemotherapi treatment earli carcinoma p1 group 51 elderli person advanc stage cancer undergo system chemotherapi p2 two cycl assess one begin first cycl adjuv system chemotherapi three month later research paradigm base relat individu treatment impact malign diseas function social incompet obtain find compar group 50 healthi elderli peopl k share relev featur suffer malign diseas result found healthi older peopl live share hous wherea suffer malign diseas mostli live separ household group patient healthi group older peopl mostli taken care children individu group patient frequent visit rel initi stage treatment unlik elderli peopl control group howev differ reach statist signific three month begin chemotherapi statist relev differ favor group undergo adjuv treatment home visit eventu becom less frequent wherea commun telephon becom frequent also found visit friend neighbor statist frequent among subject undergo adjuv treatment treatment began three month later compar group conclus research show elderli peopl subject social exclus especi malign diseas special care dedic monitor social function treatment patient malign diseas consid detect trend deterior signific recov cure,1,0
loneli ethnic minor elder great britain exploratori studi loneli describ deficit individu expect qualiti and/or quantiti social relationship actual associ poor qualiti life neg health outcom case increas use statutori servic within great britain studi examin preval loneli amongst older peopl ethnic minor exploratori studi consid preval loneli amongst older peopl age 65 year key minor group grow old britain indian pakistani bangladeshi african caribbean chines draw explicit comparison group preval loneli report gener popul older peopl countri origin use two data sourc ethnic loneli survey studi 300 minor elder age 65+ live commun provid preval estim secondari analysi studi 169 south asian elder age 65+ undertaken birmingham valid preval rate indian bangladeshi popul identifi high rate report loneli rang 24 50 amongst elder origin china africa caribbean pakistan bangladesh whilst india approxim norm 8-10 britain result suggest feasibl research loneli amongst minor commun britain level loneli except indian popul much higher gener popul broadli compar rate loneli report older peopl countri origin rich research agenda develop extend understand loneli later life amongst increasingli cultur ethnic divers older popul great britain,1,0
predictor subject caus loneli age popul aim studi examin preval self-report caus loneli among finnish older popul data collect postal questionnair random sampl 6786 elderli peopl ≥75 year age respons rate 71.8 community-dwel sampl respond 39 suffer loneli 5 often alway loneli common among rural elderli peopl live citi associ advanc age live alon residenti home widowhood low level educ poor incom addit poor health statu poor function statu poor vision loss hear increas preval loneli common subject caus loneli ill death spous lack friend loneli seem deriv societ life chang well natur life event hardship origin age,1,0
"qualiti life community-dwel older peopl ireland associ age percept physic health psycholog well-b qualiti life qol key outcom variabl determin success health social polici often qol assess context health well-b compromis studi sought explor individu defin qol among older peopl live commun ireland examin determin includ health psycholog well-b percept age nation randomli select sampl community-dwel older peopl age 65+ republ ireland northern ireland n 1,815 interview home qol health social statu percept age assess mean qol score high 78.5 sd 18.1 higher qol associ higher social class better self-assess health fewer function impair lower level depress loneli p .001 higher qol also associ posit percept age qol older popul high significantli neg affect lower socio-econom statu neg percept age",1,0
us senior difficulti face use inform commun technolog societi mark rapid demograph age constant technolog advanc invest studi promot commun lessen social isol justifi studi aim present main difficulti senior face use inform commun technolog ict particularli comput write format text access internet brows research use asynchron synchron commun servic like email instant messag conduct studi partnership establish four privat institut social solidar municip aveiro within scope seduc project tool use data collect two questionnair survey field journal studi includ particip 22 senior use ict twice week total 80 session 90 minut result suggest although senior experi countless variou difficulti motiv interest determin make effort integr activ daili life,1,0
origin research loneli qualiti life chronic ill rural older adult background loneli contribut factor variou health problem older adult includ complex chronic ill function declin increas risk mortal object pilot studi conduct learn preval loneli rural older adult chronic ill affect qualiti life purpos data analysi report twofold describ loneli chronic ill diagnos chronic ill control measur prescript medic use qualiti life sampl rural older adult examin relationship among element method conveni sampl 60 chronic ill older adult commun dwell live appalachia assess face-to-fac interview loneli qualiti life use univers california lo angel ucla loneli scale version 3 casp-12 qualiti life scale chronic ill diagnos chronic ill control measur medic use data collect review particip electron medic record result overal mean loneli score indic signific loneli particip mood disord anxieti depress highest mean loneli score follow lung diseas heart diseas furthermor particip mood disord lung diseas heart diseas significantli higher loneli score without condit loneli significantli relat total number chronic ill use benzodiazepin use benzodiazepin diuret nitrat bronchodil associ lower qualiti life conclus nurs assess loneli part comprehens assess patient chronic ill research need design test intervent loneli,1,0
multidimension structur groningen frailti indic community-dwel older peopl background due rapidli increas number older peopl worldwid preval frailti among older adult expect escal come decad crucial recogn earli onset symptom initi specif prevent care therefor earli detect frailti appropri screen instrument need aim studi evalu underli dimension groningen frailti indic gfi wide use self-report screen instrument identifi frail older adult addit criterion valid gfi subscal examin composit gfi score evalu method cross-sect studi design use evalu structur valid intern consist criterion valid gfi questionnair older adult age 65 year older subject complet gfi questionnair n 1508 assess criterion valid smaller sampl 119 older adult complet addit questionnair de jong gierveld loneli scale hospit anxieti depress scale rand-36 physic function perceiv gener health item euroqol-5d exploratori factor analysi mokken scale analysi use evalu structur valid gfi venn diagram construct show composit gfi subscal score frail subject result factor structur gfi support three-dimension structur scale subscal daili activ psychosoci function show good intern consist scalabl criterion valid daili activ cronbach 's α 0.81 h§ssub§s§esub§ =.84 r -.62 psychosoci function cronbach 's α 0.80 h§ssub§s§esub§ =.35 r -.48 subscal health problem show less strong intern consist accept scalabl criterion valid cronbach 's α =.57 h§ssub§s§esub§ =.35 r -.48 present data suggest 90 frail older adult experi problem psychosoci function domain conclus present find support three-dimension factor structur gfi suggest multidimension assess frailti gfi possibl gfi subscal score produc richer assess frailti singl overal sum gfi score like use contribut direct custom care older adult,1,0
agn connect peopl multimod way western societi confront number challeng caus increas number older citizen one import aspect need wish older peopl live long possibl home maintain independ life peopl grew older social network dispers friend famili move part town citi even countri addit peopl becom less mobil age lead less activ particip societ life combin normal age-rel develop lead increas loneli social isol older peopl neg effect mental physic health peopl agn project home-bas system develop allow connect elderli famili friend signific peopl internet older peopl limit experi comput often special requir technolog one focu agn develop user novel technolog mean interact social network result system use ambient display tangibl interfac wearabl devic provid ubiquit option interact network secondari sensor addit gener care chosen inform person relay signific person evalu show chosen modal interact well adopt user found use agn system posit effect mental state user compar control group without technolog,1,0
asset base commun development-enrich live older citizen purpose-th purpos paper demonstr asset-bas commun develop abcd use build inclus connect commun intent valu contribut older citizens.design/methodology/approach-abcd use approach enabl older peopl transform neighbourhood make better place live age paper describ approach goe illustr appli three neighbourhood use case studies.findings-th case studi show use abcd connect made peopl associations/club busi servic achiev aspir citizen neighbourhood contribut older citizen commun life valu risk isol loneli reduced.originality/value-th three case studi present paper uniqu appli abcd older peopl take role commun builder connector,1,0
environment influenc older person one must consid relationship environ four basic psychosoci need man order ident social connected effect 1. order order function orient person must put environ context experi older peopl 's cautious partli consequ decreas sensori capabl relianc less skill way process inform situat 2. ident person need know fit situat make differ uniqu 3. social connected need control intens qualiti social contact individu 4. effect refer individu 's need impact environ manipul environ sens control privaci like territori four main facet basic refer individu 's abil control qualiti quantiti social interact larg extent privaci territori cut across psychosoci need order ident social connected effect fourth facet condit reserv psycholog privaci necessit physic surround permit level privaci environ complex phenomenon made individu physic set rule regul govern set peopl interperson supraperson social constant one must also awar psychosoci need individu order ident social connected effect,1,0
psychot state aris late life late paraphrenia role risk factor background studi explor associ 'late paraphrenia variou risk factor femal gender sensori impair marit statu posit famili histori psychos presenc abnorm neurolog sign hypothesis patient would show significantli abnorm neurolog sign control method inclus criteria diagnosi late paraphrenia fulfil 47 patient includ in-pati out-pati day-pati live commun thirty-thre age- sex- education- premorbid iq-match elderli control recruit luncheon club southwark lambeth london uk scale assess neurolog soft hard sign develop studi abnorm involuntari movement scale aim tardiv dyskinesia rate scale tdr also use result high female-to-mal ratio 42:5 fourfold increas risk patient hear impair odd ratio=4.15 ci odd 1.36 12.63 differ two group visual difficulti marit statu patient approxim ten time like live odd ratio 10.61 ci odd 3.59 31.33 16 time like consid social isol odd ratio 16.65 ci odd 5.39 51.40 differ patient control frequenc schizophrenia-lik famili histori patient like control exhibit neurolog soft sign z=4.70 p 0.001 ci =4.61 9.63 presenc abnorm involuntari tardiv dyskinesia movement associ use antipsychot medic conclus women appear run greater risk develop late paraphrenia especi social isol present associ hear impair increas presenc neurolog soft sign among patient indic brain diseas may critic factor develop psychot symptom late life,1,0
doom statu observ segreg impair old peopl anteced consequ segreg sever impair old peopl within institut problem deserv research attent far receiv given segreg exist posit benefit staff resid home age propos exist among administr ward staff impuls avoid mental impair age impuls part gener phylogenet residu mani anim show avoid reaction presenc strang object strang conspecif individu advanc anim disturb seem suggest segreg impair old peopl consign doom role rather sick role process oper larg impact activ emerg team withdraw commun support result death individu partli mean suggest exampl sudden unexplain death drawn materi simpler societi,1,0
chronic ill loneli older adulthood role self-protect control strategi studi examin whether level chronic ill predict enhanc feel loneli older adulthood addit investig whether engag health-rel self-protect e.g. posit reapprais health engag control strategi e.g. invest time effort would buffer advers effect chronic ill older adult feel loneli method loneli examin repeatedli 2-year interv 8 year longitudin studi 121 community-dwel older adult time 1 age 64 83 year addit level chronic ill health-rel control strategi sociodemograph variabl assess baselin result growth-curv model show loneli linearli increas time effect observ among particip report high low baselin level chronic ill addit health-rel self-protect health engag control strategi buffer advers effect chronic ill increas loneli conclus loneli increas older adulthood function chronic ill older adult engag self-protect strategi cope health threat might protect experienc advers effect,1,0
suffer caus care-elderli patient experi commun care background grow old involv mani chang life impli increas risk ill differ form disabl life may chang radic way person get diseas like dementia move nurs home due disabl need case often lead increas depend care patient becom expos vulner therebi higher risk experienc differ form suffer aim aim studi elucid gain deeper understand elderli patient experi suffer relat commun care nurs home home care servic materi method lifeworld hermeneut approach use phenomenolog interview convers open approach conduct analys focu mean find find present four main theme absenc care absenc dialogu sens alien sens insecur find studi reveal person care nurs home home care servic sometim expos unnecessari suffer suffer sometim caus variou care action unnecessari suffer suffer caus care arous due caregiv 's inabl present show face truli meet patient conclus suffer care increas elderli patient feel insecur loneli alien seem foundat patient experi outsid human commun lack knowledg understand patient 's lifeworld,1,0
random control trial psychosoci impact provid internet train access older adult internet electron mail world wide web may provid new opportun commun help older adult avoid social isol random control trial assess psychosoci impact provid internet access older adult five-month period one hundr volunt four congreg hous site two nurs facil randomli assign receiv internet train wait list control group pre post measur includ ucla loneli scale modifi ce depress scale measur locu control comput attitud number confid overal qualiti life particip receiv nine hour small group train six session two week comput avail continu use five month trainer avail two hours/week question end trial 60 intervent group continu use internet weekli basi although trend toward decreas loneli depress intervent subject compar control statist signific chang baselin end trial group among internet user n 29 intervent group trend toward less loneli less depress posit attitud toward comput confid among intervent recipi regular user n 19 technolog elderli particip trial learn use internet major continu use weekli basi psychosoci impact internet use sampl suggest trend posit direct research need determin precis older adult resid environment context like other benefit rapidli expand inform commun link,1,1
older peopl go onlin valu before-aft evalu volunt support although internet usag benefit older peopl reduc social isol increas access servic improv health well-b minor onlin barrier internet uptak includ attitud lack knowledg help evalu volunt support help older peopl go onlin know valu internet older peopl gone onlin guid `` sold '' remain offlin object object studi 1 assess feasibl recruit volunt age 50 year older support help peopl ie beneficiari age 65 year older go onlin 2 assess impact beneficiari use internet contact other loneli mental health 3 assess perceiv valu beneficiari go onlin method beneficiari receiv help use internet 32 volunt one two way 1 one-on-on home receiv averag 12 hour help eight visit 2 small group session receiv 12 hour help six visit assess registr follow-up number contact other use lubben 's 6-item lubben social network scale lbns-6 loneli use de jong gierveld 's 6-item de jong gierveld loneli scale djg-6 mental well-b use tennant 's short warwick-edinburgh mental well-b scale swemwb also assess beneficiari valu go onlin use social return invest sroi approach postal survey result total 144 beneficiari recruit aim help go onlin via one-on-on n=58 small group n=86 session data follow-up avail 76.4 110/144 particip baselin follow-up number contact other significantli increased-lbns-6 mean 13.7 mean 17.6-loneli score reduced-djg-6 mean 2.38 mean 1.80-and mental well-b improved-swemwb mean 24.06 mean 24.96. six option beneficiari valu better commun famili friend better health care least benefit use internet nine option internet valu less tv exampl weekli visit cleaner associ valu place internet use volunt help psycholog improv conclus volunt help go onlin seem result increas social contact reduc loneli improv mental well-b valu quit highli beneficiari although use internet health care least valu improv social contact improv health contact famili like best `` sell point '' internet older peopl,1,0
play massiv multiplay onlin role play game mmorpg help older adult gerontolog research demonstr social interact profound impact psycholog wellb older adult paper address question whether play massiv multiplay onlin role-play game mmorpg help older adult analyz relationship older adult social interact massiv multiplay onlin role-play game mmorpg three social-psycholog factor i.e. loneli depress social support total 176 web survey usabl 222 respond age 55 year play world warcraft recruit onlin complet survey found enjoy relationship qualiti guild play strong impact older adult social emot wellb specif higher enjoy relationship relat higher social support well lower level loneli higher qualiti guild play relat higher level social support lower level loneli depress,0,0
work age modern industri commun mismatch arisen process age pattern work life last 100 year crystal life-pattern three phase educ age 15-25 work 15/25-65 retir 65 sharp divis phase pattern longer conform human need educ need continu throughout life psycholog chang take place adult life make inappropri regard period work life homogen phase sudden retir final confront individu difficult problem adjust restructur life cycl design meet human need bring educ work leisur common pattern propos,1,0
impoverish environ cognit age dementia anim live impoverish environ i.e. without possibl physic social activ perform wors cognit test compar anim enrich environ cognit differ also observ human howev clear whether differ caus decreas cognit due impoverish environ increas due enrich environ review discuss impact impoverish environ cognit anim experiment studi human experiment studi community-dwel institution older peopl result show cognit function old rat affect impoverish environ young rat similarli sedentari lone peopl impoverish environ wors cognit function show faster cognit declin physic social activ peopl institution aggrav cognit declin probabl due impoverish environ nurs home institut resid spend unnecessari excess amount time bed bed show mainli sedentari complet passiv behavior conclus older peopl especi institution poor level physic social activ turn neg impact cognit function,1,0
person factor commun vision predict social particip older adult social isol predictor morbid mortal older peopl speech pathologist often consid commun disabl associ normal age sensori loss languag discours chang contribut social isol aim studi describ function older peopl use intern classif function disabl health 2001 conceptu framework languag sensori function commun activ social particip explor relationship commun impair level activ level social particip person factor demograph emot health prospect studi 47 women 28 men age 62 98 year mean 74 yr complet object subject assess function particip provid person inform assess individu conduct face-to-fac interview situat primari research speech pathologist assess reveal sampl predominantli mild hear vision impair unimpair name abil frequent involv wide rang commun activ variabl social network size social activ particip social particip shown associ vision commun activ age educ emot health name hear impair reliabl predictor social particip conclud profession interest maintain improv social particip older peopl could well consid predictor community-direct intervent speech pathologist therefor promot older peopl 's involv everyday commun activ also limit impact communication-rel impair social particip maintain age popul,1,0
sympathet devic commun technolog inclus encourag well home necessari step allevi burden increas number older adult health care system also provid vehicl promot independ qualiti life among older adult howev age home come challeng one depress caus isol seriou condit relat healthi age outcom affect larg number older adult address commun need across hous option might bring us closer understand prevent social isol loneli among older adult articl present iter process appli within-subject survey action research studi design commun technolog sympathet devic older adult live independ emphasi discuss given describ design process sympathet devic sever concept product design test older adult consider aesthet prefer well use eas use access technolog devic result provid strong evid import form function design technolog devic accept adopt older adult importantli research highlight need multidisciplinari intergener approach address real need older adult design technolog,0,0
approach avoid contact behavior individu recogn anim automat quantifi imag techniqu low-cost system develop allow assess locat direct movement two individu recogn anim social interact program valid assess deliber induc approach avoid movement artifici object ii effect known differ social behavior differ treat rat iii repeatedli test social behavior similar circumst assess enhanc social contact due familiar arena movement toward away individu hous versu group-hous anim young versu age anim analyz system result obtain demonstr case randomli move artifici object specif approach avoid could identifi wherea isol young rat show approach behavior respect control addit algorithm appli calcul rel approach avoid movement elucid differ group notic human observ social contact behavior rat assess automat habitu test situat repeat test increas social contact behavior,1,0
loneli belonging older lesbian role social group “ commun ” articl explor loneli isol older lesbian look benefit offer over-55 fortnightli social group yorkshir argu women interview vulner loneli heterosexu counterpart direct consequ mani year privaci self-conceal like singl childless fractur relationship birth famili signific loss view women “ price paid ” lesbian although group complet allevi loneli provid place safeti offer sanctuari particip could friendship group form mani women group 's exclus older lesbian bisexu women deepli signific influenc decis attend suggest group vital role play promot older lesbian gay bisexu transgend well-b offer protect loneli isol older age,1,0
promot social capit allevi loneli improv health among older peopl spain loneli especi frequent among older peopl southern europ furthermor promot social capit tackl loneli health effect understudi intervent strategi therefor complex intervent pilot spain pre-post studi 2-year follow-up aim explor feasibl intervent short- long-term effect conduct one mix rural-urban two urban area divers socioeconom level 2011 2012. intervent framework base social capit theori appli behaviour chang model care co-ordin intervent compris co-ordin action aim build network primari healthcar centr commun asset neighbourhood ii group-bas programm promot social capit among lone older peopl especi social support particip older peopl activ senior centr volunt gatekeep main outcom domain loneli secondari outcom domain particip social support self-perceiv health qualiti life depress symptom use health resourc pre-post chang assess t-test wilcoxon signed-rank test mcnemar 's test differ three time point assess one-way anova repeat measur social worker nurs success involv group leader 10 volunt took part 38 particip includ intervent loneli decreas social particip support significantli increas furthermor number visit nurs increas exactli 65.8 particip built social contact within group 47.4 becam engag new activ two year later social effect maintain depress symptom decreas exactli 44.7 particip continu contact least one person group 39.5 continu particip intervent contribut novel feasibl social capital-bas approach allevi loneli among older adult prompt meaning chang live,1,0
"revisit older adult suicid sever acut respiratori syndrom sar epidem hong kong background sever acut respiratori syndrom sar outbreak 2003 enorm impact hong kong societi suicid rate also histor high 18.6 per 100,000. signific increas found among older adult age 65 method poisson regress model use examin impact sar epidem older adult suicid hong kong complet set suicid statist period 1993-2004 coron court made avail analysi chi-squar test use compar profil older adult suicid case pre-sar peri-sar post-sar period result show excess older adult suicid april 2003 compar month april year trough instead usual summer peak observ june suggest older adult suicid might brought forward year basi annual older adult 's suicid rate 2003 2004 significantli higher 2002 suggest suicid rate return level sar epidem base coron suicid death record overal sever ill level depend worri sick among older adult suicid found significantli differ pre-sar peri-sar post-sar period conclus sar epidem associ increas older adult suicid rate april 2003 suicid death june 2003 might brought forward moreov increas annual older adult suicid rate 2003 observ rate 2004 return level 2002. loneli disconnected among older adult commun like associ excess older adult suicid 2003. maintain enhanc mental well public period epidem import curb spread epidem attent effort also made enhanc commun 's abil manag fear anxieti especi vulner group period epidem prevent tragic unnecessari suicid death",1,0
explor loneli commun social network older peopl cerebr palsi background larg bodi research focus experi loneli older adult yet littl known loneli experi older adult lifelong disabl paper author present find larger qualit studi loneli experi older peopl cerebr palsi method seven older adult cerebr palsi particip in-depth interview analysi interview identifi overarch theme recurr topic data topic code group overarch theme result six theme identifi particip agre theme commun social network import consid loneli paper particip discuss two theme relat topic present conclus result demonstr need provid support train commun older peopl cerebr palsi experi commun difficulti well commun partner also indic need polici develop assist older adult cerebr palsi develop maintain social network form relationship reward enrich,1,0
disclos facebook develop new media issu privaci determin becom subject larg bodi literatur recent year main object studi check whether loneli predictor put privat inform facebook particip 887 young peopl facebook privaci scale loneli scale use show young age loneli predictor disclosur facebook moreov junior high school student often put privat inform facebook profil senior high school univers student,1,0
high level architectur user-friendli relat home comput interfac peopl mild cognit impair purpos paper describ initi phase work done creat home comput interfac design especi older adult mild cognit impair mci home comput becom common part contemporari daili life arguabl point comput compet social expect older adult may face numer barrier use comput due physic cognit social factors1 home comput use address mani challeng experienc older adult social isol peopl mci may necessarili lost cognit abil memori loss problem impair success independ live make comput easier use older adult way bring help technolog live well help particip fulli digit world project pursu part aal-wel project seek promot healthi activ age special attent given peopl live mci methodolog high-level architectur interfac base scope review comput need peopl mci includ technolog design facilit ease-of-us peopl limit experi use comput along relat agent design encourag anticip interact applic technolog includ motion recognit video camera current use video game consol well speech recognit softwar avenu input requir manipul control devic tailor uniqu characterist individu compens tremor provid greater access anoth key technolog concept relat agent relat agent anim comput charact seek build relationship user time2 use relat agent primari mean commun user facilit interact base pattern normal human interact reduc amount technic skill user need learn use system also enabl inclus function activ aim care emot physic well-b user poll user 's current emot state chat remind e.g. pay bill exercis take medicin see friend project continu softwar develop complet use prototyp achiev use iter develop methodolog crucial technic sens support flexibl measur progress seen agil softwar develop also participatori action research sinc give stakehold multipl opportun test inform guid develop project base knowledg prioriti technolog seen extens user supplement inher abil peopl suffer form declin associ age comput provid use cost-effect tool improv daili life comput also way increas social interact mean electron commun provid pleasur activ listen music project show advanc technolog use innov manner address gap avail home comput function effect use daili live older adult,0,0
accept teleoper android senior citizen danish societi case studi applic embodi commun medium home care explor potenti teleoper android embodi telecommun media humanlik appear conduct pilot studi investig telenoid teleoper android design minimalist human affect peopl real world employ express telepres sens 'be exploratori studi focus social aspect android robot might facilit commun elderli telenoid 's oper new way creat social relationship use solv problem societi social isol senior citizen becom major issu even denmark known one countri advanc welfar system pilot studi danish home found elderli without dementia show posit attitud toward telenoid develop variou dialogu strategi contrari issu revuls caus humanlik robot neg reaction non-us media report discuss potenti challeng android 's embodi social inclus senior citizen telecommun,1,0
"nutrit risk bodi mass index predict hospit nurs home admiss mortal community-dwel older adult result uab studi age 8.5 year follow-up background nutrit risk low bmi common among community-dwel older adult unclear associ factor health servic util mortal long-term follow-up aim studi assess prospect associ nutrit risk bmi all-caus nonsurg surgic hospit nurs home admiss mortal 8.5 year method data 1,000 particip univers alabama birmingham studi age longitudin observ studi older black white resid alabama age 65 older nutrit risk assess use question associ determin checklist bmi categor underweight 18.5 normal weight 18.5-24.9 overweight 25.0-29.9 class obes 30.0-34.9 class ii iii obes ≥35.0 cox proport hazard model fit assess risk all-caus nonsurg surgic hospit nurs home admiss mortal covari includ social support social isol comorbid demograph measur result adjust model person high nutrit risk 51 greater risk all-caus hospit 95 confid interv 1.14-2.00 50 greater risk nonsurg hospit 95 confid interv 1.11-2.01 refer low nutrit risk person moder nutrit risk 54 greater risk death 95 confid interv 1.19-1.99 bmi associ outcom adjust model conclus nutrit risk associ all-caus hospit nonsurg hospit mortal nutrit risk may affect disabl process lead health servic util death find point need attent nutrit assess intervent servic community-dwel older adult",1,0
effect retir old age diseas reward live long time therefor retir must perceiv individu unpreced opportun redund elderli must encourag rais expect even 'live danger peopl first day retir advent old age synonym due subconsci misapprehens expuls work forc outcom diminish physic and/or mental perform damag repercuss old age isol loneli gener magnifi retir way individu face retir remain crucial factor must underestim damag influenc commun attitud,1,0
internet use psycholog well late adulthood age popul best serv social person health support focus maintain maxim person independ internet afford numer opportun individu age commun access inform engag recreat activ community-bas sampl 122 adult 60 year age complet questionnair assess three cluster characterist frequenc pattern internet use b well-b loneli life satisfact self-efficaci social support depress c demograph age incom educ signific correl emerg three cluster measur variabl control demograph differ internet use self-efficaci remain significantli relat among sampl older adult individu use internet higher percept self-efficaci use internet rare,0,0
develop socio-techn system age-appropri domest environ part social commun mani peopl crucial part life unfortun mani elder gener abl particip due physic condit lack power peopl often suffer loneli depress order overcom issu system develop main goal motiv peopl close relat term primari prevent within aal live room scenario armchair integr sensor monitor sever vital sign offer possibl perform exercis display tv screen addit use tablet user abl commun medic expert well social group member rel friend acquisit vital data combin element virtual social network prevent isol motiv activ support healthi age high joie de vivr,0,0
go-mylif context-awar social network platform adapt need elderli user increasingli disloc mobil societi onlin social network site prove valuabl bridg distanc facilit interact commun peopl spend signific amount time top social network websit order manag exist relationship friend reconnect old friend share media find new contact similar interest fulfil need import elderli peopl everyon els becom difficult mani longer work daili set activ group peopl combin increas frailti lead habit stay home add feel loneli isol spite need social contact elderli peopl even use internet tend miss benefit onlin social network platform elderli peopl keen maintain contact differ gener famili mani older peopl alreadi invest signific time build contact list relationship within major social network go-mylif therefor attempt set new social network rather platform elderli peopl post messag receiv updat take part discuss across varieti platform thu bring exist commun togeth paper author present context-awar social network platform `` go onlin social life '' platform adapt need elderli user,1,0
combat loneli friendship enrich programm older women research indic friendship contribut wellb later life variou way provis companionship daili life support stress transit sustain ident chang circumst adapt old age howev older peopl friend avail fulfil differ function order promot wellb reduc loneli educ programm friendship enrich older women develop implement netherland friendship programm 's main goal empower help women clarifi need friendship analys current social network set goal friendship develop strategi achiev goal reduct loneli present also import goal programm studi follow 40 particip year programm demonstr major succeed develop new improv exist friendship significantli reduc loneli also report chang relat self social behaviour limit research design reflect feasibl reduc loneli singl type intervent possibl applic programm 's design area present discuss,1,0
reshap count care older peopl work new technolog government technic discours telecar system describ solut 'problem age popul paper draw ongo ethnographi implement telecar one counti england ask promot implement telecar shape understand care mean frail older peopl live home suggest telecar discours attempt divid care work three distinct domain practic monitor physic care social-emot care telecar logic deal monitor leav element untouch tripartit divis care argu diminish kind care potenti offer telecar fail account complex kind care physic social-emot telecar build work disabl studi feminist studi suggest count care need rethought telecar make posit contribut live older peopl care,1,0
health social condit older peopl albania baselin data nation survey paper present data household survey repres sampl popul individu 65 year old three region albania survey includ quantit assess socioeconom situat includ poverti social particip social exclus well assess ill-health includ limit daili live activ chronic condit found older peopl urban area better cover social secur compar older resid rural inform area one third 32 particip report good bad health major 57 poor poor signific differ found individu resid inform area around tirana report wors health condit elderli peopl live urban area approxim one fifth 18 total partial isol social network preval select chronic condit rang 9 percent 58 percent almost total 93 sampl experienc pain 9 percent bed-bound one four 27 report receiv medic care need demograph trend mix societi econom polit transit rais concern increas need care social inclus older peopl moreov low level prepar societi cope chronic diseas long-term care find suggest specif polici action consid number stakehold includ govern civic societi,1,0
qualiti indic manag urinari incontin vulner community-dwel elder urinari incontin may caus extrem activ limit social isol impos signific psychosoci distress famili friend caregiv urinari incontin nurs home known treatabl assist toilet program howev nurs home resid older frailer community-dwel elder caregiv avail 24 hour per day,1,0
